	Unnamed: 0	id	qid1	qid2	question1	question2	is_duplicate	prediction_match
6800	305956	305956	270445	429408	What is quantitative aptitude?	What is a quantitative aptitude test?	1	1
6803	306006	306006	429459	429460	Can you live without brain stem?	Can you live without a brain stem?	1	3
6806	306055	306055	19025	99990	Which is a suitable inpatient drug and alcohol rehab center near Marshall County IN?	Which is a suitable inpatient drug and alcohol rehab center near Jackson County CO?	0	2
6811	306203	306203	429669	119433	How can you get rid of your double chin?	How can one reduce face fat?	0	3
6814	306278	306278	429763	123732	Can Newton's third law be violated?	What's Newton's third law?	0	1
6834	307182	307182	430826	430827	Applications of scott connection? Where it is used?	What is a suitable inpatient drug and alcohol rehab center near Black Hawk County IA?	0	2
6839	307459	307459	2853	431124	What is the advantges of a constant mesh gear box over the sliding mesh gear box?	How does a sequential gear box work?	0	1
6840	307465	307465	29761	321125	What does sign language involve? How can you learn sign language?	How can I learn sign language?	1	3
6844	307654	307654	431364	431365	What are the real numbers application?	What are real numbers application?	1	1
6854	308129	308129	431921	431922	Can I make my 4 wheel drive into a 2 wheel drive?	What is the difference between 4 wheel drive, 2 wheel drive and all wheel drive?	0	1
6866	308554	308554	432400	252059	What is a unit of Gibbs free energy?	What is Gibbs free energy?	0	1
6870	308652	308652	70443	125461	How can you determine the chemical formula for calcium dioxide?	How can you determine the chemical formula for calcium nitride?	0	3
6871	308719	308719	432589	133674	Which is a suitable inpatient drug and alcohol rehab center near Boundary County ID?	Which is a suitable inpatient drug and alcohol rehab center near Gem County ID?	0	2
6882	309274	309274	64486	433239	What does ammonia smell like?	What causes your feet to smell like ammonia?	0	1
6887	309521	309521	294547	17664	How can I stop eating junk and processed food addiction and stay healthy?	How do I stop eating fast food?	1	3
6893	309783	309783	63592	40767	How do you determine the chemical formula for aluminum acetate?	How can you determine the chemical formula for zinc acetate?	0	3
6904	310549	310549	434684	434685	Is failure a life?	Is a failure in class a failure in life?	0	1
6905	310564	310564	434703	434704	Can I learn cricket at the age of 21?	Can I learn football at age of 21?	0	2
6911	310714	310714	46641	84895	Saying there is infinite energy in zero point energy and infinite virtual particles in vacuum energy, is this a real or just a mathematical thing?	Is there infinite energy in zero point energy in reality? (Not only in mathematics)	1	2
6915	310822	310822	37816	57323	What suppresses eating disorder?	What are eating disorders?	0	3
6921	311175	311175	135708	435410	How can a skinny guy gain weight and develop a fit body?	How can a skinny guy weighing 130 pounds gain 20-30 pounds of healthy weight in short time without supplements?	1	2
6922	311211	311211	435453	435454	Where can I find a list of Air Canada flight cancellations online?	Where can I find a list of Air Canada flight cancellations?	1	2
6932	311502	311502	435784	435785	Do pinhole glasses improve vision?	Can pinhole hole glasses improve my eyesight?	1	3
6936	311575	311575	435862	435863	Can you die from taking too many sleeping pills?	Can you die from taking too much Tylenol?	0	3
6947	311895	311895	68512	436249	Can I run two WhatsApp accounts on a dual SIM Android device?	Can I SIM unlock a rooted Android device?	0	1
6953	312353	312353	436787	436788	Can I be pregnant while having a missed period?	Can one be pregnant without having a missed period?	1	3
6954	312385	312385	436825	436826	How can I find a tapered cantilever beam deflection which has a vertical load at the free and axial load?	How can I fine the deformation of tapered cantilever under axial load and bending load?	0	3
6962	312748	312748	437247	437248	Can you drink water during exercise? I mean in between sets?	Can you drink water during exercise? I mean in between set?	1	3
6986	313448	313448	166154	417733	What does worm meat taste like?	What does rat meat taste like?	0	1
6991	313617	313617	7799	438219	How do I get started with Android application development?	How can I develop Android application?	0	3
6994	313771	313771	373122	394708	Which is a good inpatient drug and alcohol rehab center in Gordon County GA?	Which is a good inpatient drug and alcohol rehab center in Coffee County GA?	0	2
6999	314061	314061	438729	275083	What is the difference between a synchronous machine and an induction machine?	How does the working principle of a synchronous machine differ from an induction machine?	1	3
7006	314495	314495	439221	439222	Can anyone with weak eyesight join the Indian Army as an officer?	Can I join Indian army with a poor eyesight?	1	3
7023	315098	315098	226477	193292	Where can I get moving services in Central Coast?	Where can I get very reliable furniture removal services in Central Coast?	1	2
7031	315269	315269	366013	440138	Can I get pregnant 2 days after ovulation?	Can i get pregnant around 4 days after ovulation?	0	3
7032	315281	315281	153851	68803	How do I reduce my lower abdomen fat?	Which exercise is effective to reduce tummy and belly fat?	1	2
7035	315335	315335	27795	200952	Which is a suitable inpatient drug and alcohol rehab center near Montgomery County GA?	Which is a suitable inpatient drug and alcohol rehab center near Montgomery County AL?	0	2
7039	315401	315401	67557	440296	How is graphic design different from web design?	Diffrence betweem web design and graphic design.?	1	3
7053	316212	316212	441212	438676	Do eggs really cause high cholesterol?	Does eating eggs everyday cause cholesterol?	1	2
7055	316269	316269	441283	441284	Can psychopathy be treated?	Can psychopathy be cured?	1	3
7058	316387	316387	441424	441425	Can I transfer a sim card's ownership to other name?	Can I transfer a sim card ownership to other name?	1	1
7061	316527	316527	127125	441598	Could not get user data from social network?	How do analytic websites get data from social networks?	0	1
7070	316864	316864	28570	86853	Can Cold War begin again?	Is the Cold War coming back?	1	3
7074	317034	317034	442169	442170	How well does Datahero visualize Stripe data?	What is it like to work at Stripe as a data scientist?	0	1
7081	317381	317381	442573	442574	What is the difference between inter-molecular hydrogen bonding and intra-molecular hydrogen bonding?	What is a hydrogen bond angle?	0	3
7082	317523	317523	28715	185246	What is the best method to develop photographic memory?	How do you develop photographic memory?	1	3
7090	317931	317931	250066	280858	How can you determine the molecular formula for phosphorus?	How can you determine the molecular formula of fluorine?	0	3
7095	318118	318118	443422	393038	Can children see ghosts?	How can the children see ghost?	1	3
7109	318740	318740	444126	444127	What is your best time pass?	What is your best pass time?	1	1
7121	319213	319213	413675	260232	Can you work under pressure best answers?	Do you work well under pressure?	1	3
7123	319274	319274	278146	444690	Do stiffer gun control laws reduce or increase gun violence?	Would more gun control laws reduce gun deaths?	1	1
7132	319768	319768	445228	445229	Is my Indian driving license valid in UAE?	Is an international driving license valid in UAE?	0	2
7161	321551	321551	268490	447272	What are the side effects of eating chocolate?	What are the side effects of eating raw garlic every day?	0	1
7163	321740	321740	447470	447471	How much does a bar of gold cost?	How much does a gold bar mill cost?	0	3
7166	321775	321775	314347	447516	What is the difference between high mortality rate and low mortality rate?	What is the infant mortality rate for Jamaica?	0	1
7174	322404	322404	448210	448211	Is air a good conductor or a bad conductor of heat?	Is air one of the best insulators of heat?	1	1
7176	322635	322635	167622	207326	What is the difference between social science and natural science?	Is social science a science?	0	1
7177	322677	322677	448531	394561	Where can I get highly competitive commercial property financing solutions in Sydney?	Where can I get best assistance for commercial real estate term loans in Sydney?	1	2
7180	322911	322911	329771	448799	How can I make homemade biscuits without baking powder?	Can you make pancakes without baking powder?	0	3
7182	322988	322988	48147	7628	How is the sickle cell anemia disorder obtained?	Can a sickle cell anemia be cured?	0	3
7200	323832	323832	107527	57583	Are you looking for Canadian family office database?	Where do I find a canadian family office database?	0	1
7201	323840	323840	322814	335280	Which is a good inpatient drug and alcohol rehab center near Clarke County GA?	Which is a good inpatient drug and alcohol rehab center near Warren County GA?	0	2
7209	324188	324188	141594	141837	Can I go back in time?	Can we turn back time?	1	3
7217	324465	324465	450565	450566	Can I get a JIO sim without the barcode or LYF mobile?	Can we use other 4g sim in LYF mobile?	0	1
7221	324547	324547	450661	450662	After shooting meth, what causes numbness, burning and a swollen knot at the injection site?	After shooting meth, what causes numbness burning and swollen knot at injection site?	1	2
7226	324712	324712	168927	450855	Which is a good inpatient drug and alcohol rehab center near Davidson County NC?	Which is a good inpatient drug and alcohol rehab center near Tyrrell County NC?	0	2
7228	324774	324774	419789	450925	How can you determine the chemical formula for ferrous sulfide?	How do you determine the chemical formula for aluminium?	0	3
7240	325636	325636	14537	199474	What is a suitable inpatient drug and alcohol rehab center near Morgan County IL?	What is a suitable inpatient drug and alcohol rehab center near Shelby County IL?	0	2
7241	325676	325676	260210	130986	Which is a good inpatient drug and alcohol rehab center near Madison County GA?	Which is a good inpatient drug and alcohol rehab center near Lee County GA?	0	2
7246	325875	325875	452125	452126	Can a TES cadet join the Indian Army infantry?	How does it feel like joining the Indian army through Tes entry?	0	1
7256	326143	326143	452416	452417	What is female reproductive system?	What is the female reproductive system?	1	3
7272	326779	326779	5894	43591	Can you get pregnant one day before ovulation?	Can you get pregnant the day before your period starts?	1	3
7277	327489	327489	148174	245040	What is a suitable inpatient drug and alcohol rehab center near Mercer County IL?	Which is a suitable inpatient drug and alcohol rehab center near Fulton County IL?	0	2
7282	327726	327726	454180	454181	Why are cells a fundamental unit of life?	Are cells the fundamental unit of life?	1	1
7289	327987	327987	15443	454478	Which is a suitable inpatient drug and alcohol rehab center near Carter County KY?	Which is a good inpatient drug and alcohol rehab center near Monroe County KY?	0	2
7291	328017	328017	412886	454517	Can you burn calories walking in place?	Does walking burn calories?	0	3
7293	328079	328079	412773	231096	What is a suitable inpatient drug and alcohol rehab center near Emanuel County GA?	What is a suitable inpatient drug and alcohol rehab center near Long County GA?	0	2
7295	328107	328107	454619	454620	Where in Pune I can get butter chicken khichadi?	Where can I get butter chicken khichadi in Pune?	1	2
7297	328159	328159	43591	30859	Can you get pregnant the day before your period starts?	Can i get pregnant the day after my period ends?	1	3
7302	328400	328400	454925	454926	How is concentration gradient used in biology?	How is a concentration gradient used in biology?	1	2
7309	329022	329022	455641	358019	Is erectile dysfunction treatable or not?	What are the best treatment of erectile dysfunction?	0	1
7310	329024	329024	455642	455643	What are the best vegetarian food in China?	What are the best vegetarian foods?	0	1
7312	329145	329145	362196	455774	Can humans have sex in space?	Can human have sex on space?	1	1
7316	329191	329191	26881	31073	Can you get pregnant 16 days after your period?	Can a woman get pregnant three days into her cycle?	1	3
7323	329374	329374	456019	456020	Do British guys like Indian girls?	Do Korean guys like Indian girls?	0	1
7328	329534	329534	456201	196543	Can you get pregnant day before period?	Can you get pregnant the day before your period?	1	3
7330	329636	329636	456311	22580	What is the chemical formula for cadmium sulfide?	What is the chemical formula for sodium sulfide?	0	1
7331	329651	329651	65964	7252	Can you get pregnant a couple days before your period?	Can you get pregnant 8 days before your period?	1	3
7340	330004	330004	456725	456726	Can you bake pizza dough without yeast or baking powder?	Can I bake without baking powder and yeast?	0	3
7341	330048	330048	5963	167916	How much water should a normal, healthy adult drink on a daily basis to avoid dehydration?	How much water should I drink a day?	1	3
7346	330196	330196	456931	201163	Can consciousness cause Spontaneous Human Combustion?	How does spontaneous human combustion occur?	0	3
7354	330826	330826	457626	417240	Can tomato sauce be substituted for tomato puree?	Can tomato sauce be substituted for tomato paste?	0	3
7379	332068	332068	62729	270019	What is the legally appropriate age for a kid to start sitting on the front passenger seat?	What is an appropriate age for a first date?	0	3
7382	332197	332197	209344	384058	Is baking soda considered acidic or a base?	Is baking soda an acid or a base?	1	3
7388	332438	332438	379769	144434	Will Endura Mass help me gain weight?	Will whey protein shakes help you lose weight or make you gain weight?	0	3
7396	332760	332760	459775	459776	What is the best Italian restaurant in Seattle?	What is the best italian restaurant in toronto?	0	1
7398	332792	332792	366013	306645	Can I get pregnant 2 days after ovulation?	Can you get pregnant a day after ovulation?	0	3
7402	332856	332856	190633	459860	How can I watch One Piece without all the filler episodes?	Can I watch the latest one piece movie?	0	3
7410	333191	333191	199718	460222	What is art history?	Is art history a science?	0	3
7418	333533	333533	460618	460619	Where is the best place to buy a washing machine online?	Which online electronics is best to buy automatic washing machine?	1	2
7428	334242	334242	143113	244015	Where can I get very professional furniture removal service in Central Coast?	Where can I get furniture removal services in Central Coast?	1	2
7432	334491	334491	461663	461664	What is sub personality disorder?	Is bipolar disorder a personality disorder?	0	3
7433	334574	334574	148750	461753	Which is a good inpatient drug and alcohol rehab center near Buchanan County IA?	What is a good inpatient drug and alcohol rehab center near Sioux County IA?	0	2
7442	334904	334904	461663	462129	What is sub personality disorder?	What are personality disorders?	0	3
7448	335242	335242	259383	456197	Where is the best and least expensive place to stay in New York City?	Where is the cheapest place to live in New York City?	1	2
7449	335357	335357	62003	7252	Can I get pregnant two days after my period ends?	Can you get pregnant 8 days before your period?	1	3
7450	335409	335409	462674	462675	Metaphor meaning of shortest distance between two points is a straight line?	Is the shortest distance between two points no longer a straight line?	0	1
7452	335510	335510	161123	125461	How can you determine the formula for sodium nitride?	How can you determine the chemical formula for calcium nitride?	0	3
7453	335532	335532	143	462802	What is a narcissistic personality disorder?	What is Narcissistic personality disorder?	1	3
7471	336377	336377	279791	463734	Can you get the zika virus more than once?	How do you get Zika virus?	0	3
7475	336577	336577	378862	463946	What is the electrical resistance of human body?	What is the average resistance of the human body?	0	3
7478	336672	336672	30859	26881	Can i get pregnant the day after my period ends?	Can you get pregnant 16 days after your period?	1	3
7487	336957	336957	464362	338590	Can we apply hair wax daily?	Should we use hair wax daily?	0	3
7498	337731	337731	202932	465210	Can a transgender male get a woman pregnant?	Can a pregnant woman be arrested?	0	3
7503	337989	337989	366013	277846	Can I get pregnant 2 days after ovulation?	Can I get pregnant 3 days after ovulation?	0	3
7505	338058	338058	40476	52542	How can I lose belly fat without any exercise?	How can I reduce my belly and hips fat without doing exercise?	1	2
7506	338059	338059	394984	240511	Which is a suitable inpatient drug and alcohol rehab center near Cross County AR?	Which is a suitable inpatient drug and alcohol rehab center near Izard County AR?	0	2
7508	338239	338239	465771	164091	Which food can increase blood pressure?	Which foods can lower blood pressure?	0	2
7515	338480	338480	274030	466042	Is it normal to have a resting heart rate of 30 bpm?	Is having a resting BPM of 110 on a hot day normal?	0	1
7535	339471	339471	68943	467133	How does masturbation affect one's concentrating power?	Can pus on tonsils be a sign of an STD?	0	3
7540	339733	339733	467398	467399	Can a Nepali citizen get an Indian driving license?	Can I drive with an Indian license in USA?	0	3
7541	339776	339776	467445	70443	How can you determine the chemical formula for potassium sulfite?	How can you determine the chemical formula for calcium dioxide?	0	3
7547	339889	339889	467574	467575	Where in Mumbai I can black label whiskey at duty free price?	What is approxmiate price one can get here in Mumbai for johnny walker's black label whiskey purchased abroad from a duty free shop?	0	2
7549	340274	340274	467980	368792	What is digestive system?	How does the digestive system work?	0	3
7552	340384	340384	468103	468104	How someone is showing 'active now' on messenger without green sign?	Can you hide the green active dot and your picture and still read someones messages and view their page?	0	1
7554	340513	340513	468245	468246	Where can I get customized goggles/sunglasses in India, near Delhi?	Where can I get customized goggles/sunglasses near Delhi?	1	2
7555	340525	340525	468260	199210	Can Drosophila get cancer?	Can a microbes/germ or fungi, or simple animals e.g. Caenorhabditis elegans get cancer?	0	2
7567	340977	340977	468758	83825	How one can learn web design?	Where can I learn web design?	1	3
7568	341055	341055	468843	331402	How can I get rid of nail biting habit?	How can I stop nail biting habit?	1	3
7570	341105	341105	55640	203497	Can you get your penis bigger?	Can a guy get a penis enlargement?	1	3
7579	341916	341916	469819	469820	How do bacteria fight white blood cells?	When do white blood cells attack microbes?	0	1
7591	342535	342535	470522	470523	How can you determine the chemical formula of phosphorus oxide?	How can you determine the chemical formula for beryllium oxide?	0	3
7594	342646	342646	470654	470655	What is it like to use butt plugs?	Can you wear a butt plug all day?	0	3
7596	342711	342711	216233	148750	Which is a good inpatient drug and alcohol rehab center near Mitchell County IA?	Which is a good inpatient drug and alcohol rehab center near Buchanan County IA?	0	2
7598	342773	342773	470802	470803	Does marijuana help fibromyalgia?	Can cannibus help fibromyalgia?	1	3
7603	343001	343001	40441	122997	Where can I find the best quality cupcakes in Gold Coast?	Where can I get great range of flavours for cupcakes at Gold Coast?	1	2
7606	343114	343114	54156	231096	What is a suitable inpatient drug and alcohol rehab center near Telfair County GA?	What is a suitable inpatient drug and alcohol rehab center near Long County GA?	0	2
7628	344079	344079	472259	269058	How many cups of coffee do you drink daily?	How much coffee do you drink a day?	1	3
7629	344090	344090	472270	159074	What are some healthy mushroom powder products?	Is powdered milk healthy to drink daily?	0	2
7634	344191	344191	472383	472384	How much dirt is there in a whole which measure two feet by five feet by four feet?	How much dirt is there in a hole that measures two feet by three feet by four feet?	0	2
7639	344442	344442	67901	314220	Can a running electric motor produce its own energy?	Can an electric motor run itself?	1	3
7644	344542	344542	264382	260176	Can I access the deep web and not get into trouble using tor?	How can I access deep web?	0	3
7650	344938	344938	473215	473216	Should we drink coconut water during fever?	Can we drink coconut water during fever?	1	3
7655	345295	345295	473581	473582	Can animals be autistic?	What is an autistic animal like?	0	3
7675	346178	346178	43079	3600	What’s it like working at Goldman Sachs?	What is it like working at Goldman Sachs?	1	2
7676	346253	346253	474605	448308	What is a real time system?	What is real time system?	1	1
7677	346259	346259	78015	474613	How long does alcohol stay in a saliva swab test?	Is saliva useful in a pregnancy test?	0	2
7697	347610	347610	476092	476093	What is the real life application of line integral?	What is the application of integration in real life?	1	1
7701	347767	347767	476257	342655	Which is a suitable inpatient drug and alcohol rehab center near Wayne County IL?	Which is a suitable inpatient drug and alcohol rehab center near Ford County IL?	0	2
7705	347867	347867	306645	440138	Can you get pregnant a day after ovulation?	Can i get pregnant around 4 days after ovulation?	0	3
7710	348021	348021	476543	476544	What is the average day like for a Japanese or Korean high school student?	What is the average high school day like in Japan or Korea?	1	2
7717	348406	348406	476966	476967	What causes a car's engine to burn engine oil?	Do high milage cars need special engine oil?	0	3
7721	348657	348657	477237	477238	Can first love last?	Can first loves last?	1	3
7724	348862	348862	477472	417499	What would cause a comminuted fracture in the arm?	What would cause a comminuted fracture in the hand?	0	1
7741	349308	349308	477946	71906	Which molecule or ion can be formed in hydrogen bonding with water?	Which of the molecules can form hydrogen bonds with water?	1	2
7745	349614	349614	212586	106770	How is the ionization energy of magnesium determined?	How can the ionization energy of magnesium be determined?	1	3
7752	349840	349840	478546	478547	Is neon black a color?	Is neon white a color?	0	3
7753	349853	349853	85779	116108	How is the chemical formula for silicon determined?	How is the chemical formula of zinc determined?	0	1
7762	350401	350401	479131	479132	What effects does personality has on sports performance?	What are the effects of personality on sports performance?	1	3
7766	350775	350775	446661	479535	Can I get keys copied at The Home Depot?	Where can I get a car key made?	0	1
7768	350827	350827	49404	479596	What is a suitable inpatient drug and alcohol rehab center near Chowan County NC?	Which is a suitable inpatient drug and alcohol rehab center near Pamlico County NC?	0	2
7781	351399	351399	116994	241844	How many calories should you burn in a day?	How many calories do we burn a day?	1	3
7791	351836	351836	44946	21380	Which is the best quickbooks auto data recovery support number?	What is the best QuickBooks support number in Arkansas?	1	1
7793	351862	351862	184109	480740	How much coffee should one drink per day?	Is coffee healthy? How much should one drink a day (it seems as if information regarding the health benefits of coffee change a lot over time)?	1	3
7795	351964	351964	480847	255622	What is the normal engine temperature for a car engine?	What causes a car engine temperature to rise too high?	0	3
7796	352058	352058	363751	142581	Where can I find best plaster of Paris in India?	Where can I find best plaster of Paris company in India?	0	2
7801	352368	352368	481297	481298	Can taking too much sugar cause diabetes?	Can consuming too much sugar cause diabetes?	1	3
7803	352392	352392	148544	119433	How do you get rid of a double chin?	How can one reduce face fat?	0	3
7823	353463	353463	482535	482536	How is a low mass star's life cycle?	How is a high mass star's life cycle?	0	1
7830	353624	353624	482712	482713	Where can I learn Excel Visual Basic from?	How can one learn Visual Basic in Excel?	0	3
7838	354000	354000	257852	483087	Is one a prime number?	Is zero a prime number?	0	1
7840	354055	354055	483136	296086	How can you determine the formula for liquid density?	How can I determine the formula for volume density and mass?	0	1
7851	354604	354604	483743	468490	For what period of time we can drink water from copper vessel?	Can I drink water condensed from the air?	0	3
7853	354680	354680	314665	472690	What are amino acids?	What is amino acid?	1	3
7858	354967	354967	19121	2995	Where can I get best legal support for property transaction in Sydney?	Where can I get best assistance in Sydney for any property purchasing?	1	2
7865	355286	355286	158022	484509	Is there a best study method?	Are there any studies showing that a ketogenic diet is a more effective and healthy weight-loss method than limiting calories?	0	1
7866	355346	355346	113294	108989	How can you determine the chemical equation for plastic?	How is the chemical equation for starch determined?	0	3
7870	355899	355899	282333	485138	What is the chemical formula of sodium carbonate?	What is the chemical formula for calcium carbonate?	0	1
7872	355933	355933	331178	452335	What's it like to have Schizotypal Personality disorder?	Can you overcome schizotypal personality disorder?	0	3
7886	356405	356405	485717	485718	Can I mix white and brown rice while cooking?	Is brown rice really all that different from white rice for weight loss?	0	3
7889	356523	356523	485854	485855	Where can I get a very fast & safe asbestos removal service in Sydney?	Where can I get very fast & secure services in Sydney for asbestos removal?	0	1
7897	356831	356831	486200	486201	How do we make india a super power?	How can we make India a super power?	1	1
7906	357243	357243	152646	155152	How can you determine the Lewis structure for boron?	How can you determine the Lewis structure for hydrogen carbonate?	0	3
7907	357285	357285	232201	30859	Can you still get pregnant one day before menstruation?	Can i get pregnant the day after my period ends?	1	3
7921	357895	357895	208951	487312	What could cause a world war ?	What could cause a world war?	1	1
7925	358106	358106	95672	487537	What is the difference between Indian ethnic wear and Western wear?	Where can I buy Indian ethnic wear in the UAE?	0	3
7933	358322	358322	30691	19589	What is a good inpatient drug and alcohol rehab center near Fayette County GA?	Which is a good inpatient drug and alcohol rehab center near Lamar County GA?	0	2
7942	358643	358643	488171	488172	Does a cell use energy during osmosis?	How do cells use energy?	0	3
7944	358799	358799	488345	488346	Can arithmetic be performed on reference variable?	Can I do arithmetic on reference variable?	0	3
7952	359358	359358	403206	280403	Can animals see spirits?	Can animals see ghosts or spirits?	1	1
7959	359556	359556	489230	489231	What is a suitable inpatient drug and alcohol rehab center near Brunswick County NC?	What is a suitable inpatient drug and alcohol rehab center near Dare County NC?	0	2
7967	359787	359787	489477	489478	How data is compressed?	How does file compression work?	0	3
7974	360090	360090	5894	30859	Can you get pregnant one day before ovulation?	Can i get pregnant the day after my period ends?	1	3
7979	360305	360305	17122	37046	Does long distance relationship work?	Can a long distance relationship still exist? How can you make it work?	1	3
7989	360604	360604	388459	490410	What is the chemical formula of pyroligneous acid?	What is the chemical formula for acetic acid?	0	1
7996	360776	360776	118568	490577	What can I use as an alternative to Contact Lens Solution?	For how long can i use a pair of contact lens?	0	3
8006	361163	361163	50023	490969	Where can I get nursery and baby prints on cotton fabric in Delhi?	Where can I get cotton candy in New Delhi?	0	2
8009	361260	361260	34654	52883	How does sex feel like for the first time?	How does first time sex feel like?	1	1
8017	361558	361558	491413	491414	Can you drink urine?	Can we drink urine?	1	3
8018	361613	361613	86142	190445	How do I reduce double chin?	How do I get rid of a double chin?	1	3
8026	362070	362070	442587	70358	Can I live without money?	Is that possible to live without money Can you live without money?	1	3
8032	362415	362415	492320	492321	Can the human eye really not see more than 60 fps?	Can the human eye see past 30 FPS?	1	3
8036	362543	362543	173375	250872	Are dark matter and dark energy: energy?	What is dark matter and dark energy in simple words?	0	2
8049	363256	363256	122094	439376	What is a good inpatient drug and alcohol rehab center near Alachua County FL?	Which is a good inpatient drug and alcohol rehab center near Union County FL?	0	2
8051	363301	363301	85779	349355	How is the chemical formula for silicon determined?	How is the chemical formula of rubber determined?	0	1
8056	363529	363529	493521	148391	Can a black hole be compressed?	Can a black hole be a worm hole?	0	3
8059	363750	363750	493764	493765	Can a human wear a regular dog collar?	How can I get my girlfriend to smell like a wet dog?	0	3
8061	363837	363837	193292	112665	Where can I get very reliable furniture removal services in Central Coast?	Where can I get most reliable moving services in Central Coast?	1	2
8067	364122	364122	494162	494163	What is the best chemical to use with copper pipe plumbing?	What is the chemical equation for the product you get when you mix copper 2 sulphate with magnesium chloride?	0	3
8074	364312	364312	34654	120515	How does sex feel like for the first time?	What does first sex feel like?	1	1
8078	364487	364487	394985	222613	Which is a suitable inpatient drug and alcohol rehab center near Boone County AR?	Which is a suitable inpatient drug and alcohol rehab center near Garland County AR?	0	2
8081	364669	364669	164736	143114	Where can I get best assistance for the removal of furniture in Central Coast?	Where can I get removal services in Central Coast?	1	2
8084	364787	364787	442850	494861	What's the difference between autism and schizoaffective disorder?	Can Autism be confused for Schizoaffective disorder?	0	3
8087	365086	365086	495184	495185	Can you learn the piano as an adult?	Can learning the piano help adults?	0	3
8088	365217	365217	495327	164091	Can kale reduce blood pressure?	Which foods can lower blood pressure?	0	2
8093	365465	365465	50620	77111	Will regular masturbation eventually make you sterile and have a lower sperm count?	Can regular masturbation cause lack of sperm with age?	1	3
8110	366193	366193	496365	51934	Where can we get pure and raw honey in Bangalore?	Where can I get pure honey in Bangalore?	0	2
8113	366273	366273	258735	25072	What is a suitable inpatient drug and alcohol rehab center near Treutlen County GA?	Which is a suitable inpatient drug and alcohol rehab center near Upson County GA?	0	2
8114	366300	366300	496481	496482	How does diabetic ketoacidosis affect the human brain?	How does ketoacidosis affect the human brain?	1	3
8122	366702	366702	496923	496924	What was your first oral sex experience like?	What is your First oral sex experience look like?	1	1
8129	366886	366886	497138	226528	How do you determine the decomposition of calcium hydroxide?	How do you determine the decomposition of magnesium hydroxide?	0	3
8132	366975	366975	308314	11328	Which is a good inpatient drug and alcohol rehab center near Baker County GA?	Which is a good inpatient drug and alcohol rehab center near Wheeler County GA?	0	2
8139	367474	367474	497755	211332	How is a synchronous motor used for power factor correction? How is it operated at max efficiency?	How does a capacitor correct a power factor?	0	1
8142	367660	367660	6203	77936	Does DNA change during the life?	Are there any changes in an individual's DNA sequence over one's life?	1	1
8143	367731	367731	498040	498041	What is the actual use of Betnovate-n skin cream?	What is the actual use of Betnovate-C skin cream?	0	3
8149	367876	367876	498203	498204	Can I learn and get a job in Machine Learning without studying CS Master and PhD?	Andrew Ng: Can I get a job in machine learning without a masters degree?	0	2
8151	367916	367916	498243	498244	Is social media analytics dead?	Is social media dead?	0	3
8154	367973	367973	498317	498318	How do sodium bicarbonate and HCL react?	How do sodium hydroxide and HCL react?	0	3
8158	368105	368105	54297	84895	Is there infinite energy in zero point energy and infinite virtual particles in vacuum energy? Is this a real or just a mathematical thing?	Is there infinite energy in zero point energy in reality? (Not only in mathematics)	1	2
8159	368174	368174	191784	498519	What is a good inpatient drug and alcohol rehab center near Power County ID?	What is a good inpatient drug and alcohol rehab center near Owyhee County ID?	0	2
8163	368262	368262	149893	461569	Can science prove spirituality?	Can science encourage spirituality?	1	3
8166	368423	368423	498784	498785	How long can you live without food?	How long can one survive working only without food?	1	3
8174	368632	368632	66505	229566	Is first sex painful?	How can you reduce first time sex pain?	1	1
8185	368961	368961	213399	335576	Can diatomaceous earth help you to lose weight?	Is the use of food grade diatomaceous earth safe?	1	3
8191	369293	369293	93081	393129	Is a resting heart rate of 123 bpm too fast?	Is a resting heart rate of 112 bpm dangerous?	0	1
8193	369400	369400	62004	7252	Can I fall pregnant after 3days of my period?	Can you get pregnant 8 days before your period?	1	3
8200	369597	369597	14537	86118	What is a suitable inpatient drug and alcohol rehab center near Morgan County IL?	What is a suitable inpatient drug and alcohol rehab center near Morgan County AL?	0	2
8201	369678	369678	45988	21120	At what time should I drink green tea to be fit?	How can green tea help you reduce belly fat?	1	1
8206	370030	370030	28938	500525	How can you determine the chemical formula for magnesium and copper sulfate?	How can the chemical formula of magnesium bromide be determined?	0	3
8219	370754	370754	287	285254	Does a black hole have mass?	What is the gravitational force of a black hole?	0	1
8230	371347	371347	352428	441078	Is sodium carbonate soluble in hydrochloric acid?	What is aqueous hydrochloric acid?	0	1
8232	371449	371449	502076	502077	What is the difference between public class and public static void main (string[]args)?	Can we use a private or non static variable in public static void main (String args[])?	0	3
8235	371557	371557	160208	19352	Does first time sex pains a lot for a girl?	Is first time sex painful to females?	1	1
8237	371608	371608	50811	502240	How can you cancel you Amazon prime free trial?	How do you get a free trial of Amazon Prime?	0	3
8240	371669	371669	43338	79361	Is it safe to drink alcohol after taking ibuprofen?	For how long can alcohol be detected in a urine EtG test?	0	2
8241	371703	371703	157334	473615	How would one get a job in Silicon Valley?	How does one get a job in Silicon Valley?	1	1
8244	371886	371886	502555	502556	Should I drink alkaline water or lemon water?	Can you drink lemon water with probiotic?	0	3
8261	372679	372679	503417	503418	Can someone identify this red mushroom?	Can someone identify this mushroom?	0	3
8269	373058	373058	111624	359846	How gold is formed?	How is gold formed?	1	3
8278	373489	373489	504302	68326	Is lucid dreaming scary?	Is lucid dreaming real?	0	1
