	id	qid1	qid2	question1	question2	is_duplicate
281281	281281	401033	53899	What are some symptoms of bad tie rods?	What are common symptoms of a bad idle air control valve?	0
281289	281289	103638	401044	What is the difference between single phase and three phase power?	What is difference between three phase and single phase?	0
281335	281335	401097	401098	Is it more effective to apply hair color to wet or dry hair?	Is hair tonic best applied to a dry or wet scalp?	0
281347	281347	90049	401107	Who was the first king of China?	Who is the first King of the world?	0
281352	281352	401114	401115	How can you determine the balanced equation of ammonia?	How can I determine the complete, balanced equation for ammonia decomposition?	1
281379	281379	192611	401145	Which is a suitable inpatient drug and alcohol rehab center in White County AR?	Which is a suitable inpatient drug and alcohol rehab center in Baxter County AR?	0
281406	281406	11730	168536	What are some symptoms of a bad idle air control sensor?	What are signs that you have a bad idle air control valve?	1
281408	281408	401185	401186	Are psychopaths intelligent?	Are all psychopaths intelligent?	0
281464	281464	213105	284232	How many condyloid joints are there in the human body?	How many joints are there in the human body?	0
281502	281502	401285	401286	Who is Mona in Bigg Boss?	Who will win Bigg Boss 10?	0
281510	281510	161269	401291	Who is the best doctor/dermatologist for hair fall treatment in Bangalore?	What is the best hair treatment for new hair growth?	0
281521	281521	297605	271634	How do I get rid of back acne?	Can I get rid of back acne?	1
281591	281591	17115	146595	What was the main cause of World War One?	What was the main cause that ended World War One?	1
281613	281613	401402	2291	Is running beneficial for burning thigh and hips fat?	How can I lose or reduce thigh and hip fat fast?	0
281614	281614	401403	401404	Will the removal of proximal convoluted tubules from the nephron result in a more diluted urine?	Removal of PCT from nephron will result in:a.more concentrated urine b.no change in quality or quantity of urine c.more dilute urine?	1
281620	281620	288419	401411	Are ghost evil are real?	Are ghosts and spirits real?	0
281767	281767	401575	378862	What is human body resistance?	What is the electrical resistance of human body?	0
281808	281808	401617	323029	Who is the best chest specialist in Chandigarh?	What are the best bodyweight upper chest exercises?	0
281819	281819	49303	401629	How do you get cough syrup with codeine prescribed from a doctor?	Which is the best OTC cough syrup in India?	0
281847	281847	221958	401668	Where does lactic acid formation occur during lactic acid fermentation?	How is lactic acid fermentation similar to aerobic respiration?	0
281906	281906	401749	401750	Why does ibuprofen cause tinnitus?	Can ibuprofen cause a rash?	0
281940	281940	401793	401794	What is life without technology?	What was your life without technology?	1
281973	281973	19119	14318	Where can I get various range of stylish ceramic floor tiles in Sydney?	Where can I found large collections of ceramic and porcelain wall and floor tiles in Sydney?	1
281975	281975	120168	401838	What is optical density?	What is electron density?	0
282007	282007	47997	239794	Is daily masturbation causes any hair fall?	Will mastrubation cause hair fall?	1
282010	282010	401879	401880	Can a single concussion cause permanent damage to the brain?	Can concussions cause permanent brain damage?	1
282078	282078	401959	202050	Why are covalent compounds more soluble in alcohols than ionic ones?	Can ionic compounds become ionic gases?	0
282118	282118	402002	402003	Can fish still die in freezing water?	Why do fish still die in freezing water?	1
282224	282224	146223	52284	What is best website for watching dragon ball super?	Where can I watch episodes of dragon ball super?	1
282316	282316	402227	402228	Which experiments lead to the development of quantum mechanics?	What are the key experiments that established quantum mechanics?	1
282357	282357	402283	402284	What are resonant frequencies?	What is resonant frequency?	1
282371	282371	197003	402300	What color does blue and red make?	Are red and blue complementary colors?	0
282412	282412	402344	108358	Can regular high intake of caffeine cause fatigue? About 3-4 cups/day.	Can caffeine make you sleepy?	0
282414	282414	402345	402346	Why does anorexia cause heart failure?	What causes heart failure?	0
282478	282478	46009	230349	What does the interaction of electromagnetic fields mean during touching process?	What is the interaction of electromagnetic fields when we touch an object?	1
282498	282498	61000	182356	What are the symptoms of borderline personality disorder?	What are the signs and symptoms of borderline personality disorder?	1
282571	282571	402531	402532	What are the home remedies for eliminating gall bladder stones?	What are the home remedies for gall bladder stones?	1
282590	282590	2995	22153	Where can I get best assistance in Sydney for any property purchasing?	Where can I get best property transaction support in Sydney?	1
282603	282603	65580	402565	Does depression cause erectile dysfunction?	Can masturbation cause erectile dysfunction?	0
282625	282625	402593	402594	Is 18th century a dark age in Indian history?	Is it right to call 18th century a dark age in the Indian history?	1
282629	282629	402601	402602	Which weight gain supplement is best: Endura Mass or Matrix Nutrition Mega Mass 4600? Which one do you trust?	Should I use a mass gainer to gain weight?	0
282632	282632	402606	402607	How long human eye can remain functional after the death of person?	Can a human eye be replaced by a hawk eye?	0
282645	282645	402626	402627	Is Sound wave depends upon gravity?	Are sound waves affected by gravity?	1
282649	282649	33497	402634	"How old are the stars of ""The Big Bang Theory?"""	What is your favorite episode in The Big Bang Theory?	0
282773	282773	323583	236869	What material restricts flow of magnetic field between two magnets?	Is there any material to resist magnetic field lines?	1
282833	282833	402848	402849	Why do unhealthy foods taste better than healthy foods?	Why does common salt make food taste better? What happens to the food?	0
282843	282843	143985	402860	What is space vector?	What is linear vector space?	0
282876	282876	402899	402900	Who is the best Indian journalist?	Who are the best Indian journalists?	1
282889	282889	402916	379547	How can you determine the chemical formula for ammonium thiosulfate?	How do you determine the chemical formula for ferric carbonate?	0
282922	282922	216374	217383	What is gravitational kinetic energy?	Is kinetic energy relative?	0
283045	283045	403079	24918	What is the connection between data science and artificial intelligence? Is it machine learning?	What is the difference between Data Analytics, Data Analysis, Data Mining, Data Science, Machine Learning, and Big Data?	0
283134	283134	403183	14355	How do you determine the Lewis Dot Structure for calcium oxide?	How do you determine the Lewis Dot Structure for calcium?	0
283136	283136	403184	43338	Can I drink alcohol while taking ibuprofen?	Is it safe to drink alcohol after taking ibuprofen?	1
283141	283141	403190	403191	How effective is a Tigan suppository?	Is Melanin therapy effective?	0
283160	283160	10318	171668	How do biotic and abiotic interaction work together to make an ecosystem?	How do biotic and abiotic factors work together to make an ecosystem?	1
283161	283161	403207	403208	Which group in America has an upward social mobility?	Which group in America has the upward social mobility and why?	1
283244	283244	403317	403318	What is the best country in the world for a medical doctor to live a happy life?	How do you live a happy life in such a harsh world?	0
283253	283253	403330	403331	Can a soul or a ghost go near the black hole?	Why does light bend when it comes near a black hole?	0
283268	283268	403342	359597	Why is Angle of incidence equal to the angle of reflection of a ray?	Why is the angle of incidence equal to the angle of reflection?	0
283368	283368	154186	325279	Which language is more useful to learn - German or French?	Should I learn French or Spanish?	0
283370	283370	403471	403472	How does the International Atomic Energy Agency help in reducing dangers of nuclear pollution?	How do the International Atomic Energy Agency help in reducing dangers of nuclear pollution?	1
283385	283385	403491	403492	What are some first day of middle school tips?	What was your first day of middle school like?	0
283407	283407	324050	8931	How can one get a patent?	Can I get patent for a simple idea?	0
283468	283468	56131	69053	How long do you boil crab legs?	How do you boil frozen crab leg?	1
283503	283503	403617	403618	What is the best investment one time investment options in mutual funds?	Are mutual funds the best option for investment?	0
283506	283506	403621	403622	Do air ionizers work?	Does the Crystal Aura car air purifier work? And if so, how?	0
283509	283509	125641	186658	Is it safe to bake with aluminum foil?	Is it safe to use aluminum pans or aluminum foil?	0
283682	283682	403822	403823	What is the best part of working in Delhi?	What is the best and worst part of working in global health?	0
283748	283748	403907	403908	Who is Bigg Boss?	Who is Bigg Boss in actuality?	1
283785	283785	13063	403938	Which is a suitable inpatient drug and alcohol rehab center in Adams County IL?	Which is a suitable inpatient drug and alcohol rehab center in Scott County IL?	0
283805	283805	403961	403962	Can we have kids with the following blood group combination: o+ (Male) and o+ (female)?	Can we have kids with the following blood group combination - AB+ (male) and O- (female)?	0
283838	283838	403999	97291	What is the best book to learn body language?	What is the best book on body language?	1
283863	283863	41484	241356	What is the best way to reduce body weight?	How do I reduce body weight?	1
283864	283864	295739	404026	How can you determine the Lewis structure for Chlorite?	How do you determine the Lewis structure for aluminum oxide?	0
283999	283999	404177	404178	What is the structure and atomic structure of carbon fibre?	What is an effective solvent for carbon fibre?	0
284036	284036	77110	25799	Does masturbation really reduce the sperm count?	Can frequent masturbation (once in a day) for several months lower the sperm count?	1
284063	284063	169164	67024	Where do I get all episodes of dragon ball Kai in English?	Where can I watch Dragon Ball Z episodes english dubbed?	0
284064	284064	32934	350512	What is the ideal time to drink tea?	What are the benefits and side effects of drinking green tea?	0
284079	284079	44245	166155	What does raccoon meat taste like?	What does shark meat taste like?	0
284184	284184	404381	404382	Can dogs have autism or a similar condition?	Is autism genetic?	0
284236	284236	390879	346003	How much does it cost to replace a bad car starter?	How much does a car starter cost?	0
284284	284284	41514	404505	When will Dragon Ball Super release in English dubbed?	Where can I find Dragon Ball Z: Resurrection 'F English dub for free?	0
284341	284341	271070	404577	Is Hormone Replacement Therapy safe?	Is hormone therapy for transgender safe over the long term?	1
284361	284361	45858	174262	Can an introvert become an extrovert?	Can one be an extrovert but also an introvert?	0
284491	284491	230123	8273	What will the third world war look like?	What would World War III look like?	1
284615	284615	27269	404905	Is centripetal acceleration zero for a uniform circular motion?	Is centripetal acceleration constant in uniform circular motion?	1
284638	284638	321108	404932	Who are Nine Inch Nails?	Are the members of Nine Inch Nails Christian?	0
284639	284639	404933	404934	What is chlorine gas?	Is chlorine a gas?	0
284764	284764	405086	405087	What is the cost of producing chewing gum?	Is chewing gum allowed on planes?	0
284793	284793	405121	405122	Can I conduct role play for the recruitment and selection process?	How do I attend first call in recruitment?	0
284891	284891	405234	405235	How much energy can be generated by connecting a dynamo cycle wheel rotating at 15km/hr?	Can we use the rotational energy of a wheel of an train to compress air? Will it cause any major issue to efficiency of engine?	0
284950	284950	405300	405301	How much blood is there in the human body?	How much blood is in the human body?	1
284969	284969	405319	405320	Which is the best book for a healthy diet?	Which is the best book for diabetic friendly diet and healthy diet?	0
285001	285001	405358	405359	Does inhaling vapours of glycerine affect human health?	How can excessive sitting affect human health?	0
285098	285098	405465	405466	How should cardiopulmonary arrest and intestinal stenosis be treated?	What is the best way to prevent cardiopulmonary arrest and intestinal stenosis?	0
285099	285099	405467	336884	Why does reverse saturation current not vary with reverse voltage?	Why does the reverse saturation current not vary with the reverse voltage?	1
285163	285163	405531	405532	Can we make fully independent solar city?	Can we make deuterium?	0
285194	285194	103412	196640	Can hamsters eat cheese?	Can hamsters eat grapes?	1
285235	285235	405621	405622	What can cause green phlegm with blood?	What causes yellow phlegm with blood?	1
285253	285253	405646	405647	What is the best way to get rid of mouth sores?	What are the best ways to get rid of mouth sores?	1
285319	285319	405719	307829	How is still water different from spring water?	Why is distilled water better than spring water?	0
285332	285332	40638	13028	What force caused the Big Bang?	Which elements collision caused big bang?	1
285339	285339	405744	252273	Who will win colors Bigg Boss 8?	Who will win Bigg Boss 7?	0
285356	285356	70866	235998	What are the signs of borderline personality disorder?	What are distinct symptoms of borderline personality disorder?	1
285402	285402	170175	405818	What colours complement amber?	What colour compliments grey?	0
285428	285428	405853	405854	What's a name for a new Indian restaurant?	What should I name my new Indian restaurant?	1
285430	285430	337411	42539	How do I control mouth ulcers?	How do you get rid of mouth ulcers?	1
285499	285499	88874	3062	Is World War III on its way right now?	How close is a World War III?	1
285515	285515	352428	74621	Is sodium carbonate soluble in hydrochloric acid?	Why is sodium carbonate soluble in water?	0
285549	285549	171454	405990	How can you determine the Lewis dot structure for sulfur trioxide?	How is the Lewis dot structure for HNO3 determined?	0
285610	285610	406053	406054	Electrode Potential Measurement?	What does electrode potential measure?	0
285623	285623	406067	406068	What happened to the DNA nanobot human trial for cancer treatment?	Which hospital in India has DNA nanobot technology to treat cancer?	0
285636	285636	406083	406084	What is National Aquatic Animal of India?	What is the national aquatic animal of India?	1
285694	285694	221622	406154	Is race more than just skin color difference?	Skin Color: Is skin colour a factor in distinguishing different races?	0
285734	285734	406195	406196	Is happy ending massage legal in India?	In which country is massage with happy endings legal?	0
285765	285765	104179	406232	Why is Hong Kong dying?	Is Hong Kong ugly?	0
285770	285770	184478	163317	Who is the super master astrologer?	Who is the real super astrologer?	1
285819	285819	43094	406299	Where can I get best patch and paint services in Sydney?	Where can I get best roof painting service in Sydney?	0
285855	285855	406337	406338	Will I get my call letter for NDA 2 2016 by post?	Can I get deposit back for early termination of lease if my landlord allow long term guests?	0
285876	285876	406361	406362	Who was the first Indian cricketer to score a century in debut one day international match?	Who is the best bowler-captain in the history of International Test and One Day Cricket?	0
285901	285901	406397	406398	How should one get rid of chronic dandruff?	How do you get rid of severe dandruff?	0
285922	285922	406419	406420	How can I extract area data Google maps?	How can I extract area data from Google Maps?	1
286076	286076	406589	406590	What are the side effects of the flu vaccine?	What are the potential side effects of the flu vaccine?	1
286082	286082	21592	35066	Can long distance relationships work out?	How does long distance relationship work?	1
286090	286090	149703	406604	What is the significance of a black and white American flag?	Why would an American school ban the flag?	0
286101	286101	120840	130831	What is the cost of an average call center call in Malaysia?	What is the cost of an average call center call?	0
286153	286153	406673	406674	Where can you get the best Indian food in the Bay Area?	Where is the best tack shop in the SF Bay Area?	0
286170	286170	17167	406692	Does pulled out hair grow back?	Why do ear and nose hair grow back so fast?	0
286295	286295	406845	406846	Is it possible to form an image with the intersection of reflected ray and incident ray?	Are infrared rays and other of the electromagnetic waves also subjected to reflection and refraction like light waves?	0
286301	286301	93123	406854	Where can I get statistics on iPhone application downloads?	Where can I get download statistics on every iPhone and Android application?	0
286334	286334	406903	187148	What is the difference between centripetal force and centrifugal force?	What is the difference between centripetal acceleration and centrifugal force?	0
286338	286338	91641	406908	What is the best sex position?	What's the best sex position after foreplay?	0
286348	286348	269357	285642	What are the best speech recognition APIs for use in iOS apps?	What are the top ten speech recognition APIs?	0
286368	286368	40545	5558	Where can I get best assistance in Sydney for buying property?	Where can I get quality assistance in Sydney for any property transaction?	1
286423	286423	67024	407010	Where can I watch Dragon Ball Z episodes english dubbed?	Where can I watch Dragon Ball Z in Spanish with English subtitles?	0
286425	286425	262631	407012	Is steak gluten free?	What is gluten free?	0
286468	286468	407063	407064	Where will I get study material for Igcse literature?	Where can I get study material for NTSE exam?	0
286504	286504	407106	407107	What is the working principle of a cloth washing machine?	What is the operating principle of washing machine?	1
286567	286567	407178	266107	What is radio amplitude modulation?	What is Amplitude Modulation?	0
286571	286571	407181	275044	How does iron change from solid to liquid and gas?	How does gold change from solid to liquid and gas?	0
286580	286580	383149	407187	How much human excreta create by a single person?	In a single day how much oxygen released by a normal tree?	0
286731	286731	365634	264403	Where can I watch the fall colors in or near the Bay Area?	Where's the best place to see fall foliage in the Bay Area?	1
286734	286734	6839	43807	Where can I get very professional painting service in North Sydney?	Where can I get specialist services in interior and exterior painting in North Sydney?	0
286742	286742	407376	407377	How much calories do burn after having sex?	How many calories do you burn having sex?	1
286771	286771	407418	407419	How much is child support?	What is child support?	0
286924	286924	407596	407597	How do I stop letting the fear of failure control my life?	How do I stop letting fear control my life?	0
286925	286925	74391	11773	What is a convolutional neural network?	What is Convolutional neural network?	1
286948	286948	407618	407619	Where are the best places to live in Sydney?	What's the best place to live in Sydney?	1
286954	286954	250639	3899	Which is India's national language?	What is India's national language?	1
287002	287002	407675	407676	Where can I buy activated charcoal powder in Delhi?	Where can I buy activated charcoal in Delhi?	1
287003	287003	407677	407678	How does vacuum insulation work?	Is vacuum the best insulation?	0
287068	287068	45988	210735	At what time should I drink green tea to be fit?	Why is green tea associated with fat loss?	1
287106	287106	407803	407804	How effective are gun control laws?	Just how effective are current US gun control laws?	1
287150	287150	77723	146290	Should I learn French or German?	Should I learn French and German?	0
287230	287230	36474	7365	How is Lipton Green Tea related to weight loss?	What are the ways to drink green tea for weight loss?	1
287285	287285	408017	408018	Where can I buy/get multi-track classical music recordings?	What is one piece of music that can get me into Indian classical music?	0
287304	287304	42290	408046	How can I get rid of my big belly?	How do I get rid of a beer belly?	0
287358	287358	408124	408125	Who is your ultimate crush?	Who is your ultimate Indian crush?	0
287425	287425	211450	1305	Who provides best quality photo booth in Sydney?	Where can I get super high quality photos for any photo booth services in Sydney?	0
287493	287493	408276	408277	How does kinetic friction depend on the velocity of relative motion off the body?	Is the coefficient of kinetic friction velocity dependent?	0
287510	287510	261247	408294	Does energy have mass?	Does energy have mass or light (as in light beam) have mass?	1
287516	287516	408301	408302	What is nuclear explosion?	What does a nuclear explosion smell like?	0
287521	287521	408311	408312	Where can I get a ghost cube in India?	Where can I get a ghost cube in Delhi?	1
287546	287546	408343	408344	What effect does sleeping after morning walk have?	How can I sleep better without morning wood?	0
287575	287575	1920	45050	How can I gain healthy weight and mass?	How should I gain muscle mass?	1
287609	287609	408415	408416	How does stress affect your body?	How does stress affect the body?	1
287613	287613	408420	408421	Can an erect penis leak sperm before ejaculation?	Can an erect penis leak sperm?	1
287643	287643	199417	344722	How can I learn English well in a short time?	How can I learn English in a short time?	1
287650	287650	191805	408463	Why are gravitational waves transverse?	Is a gravitational wave longitudinal or transverse?	1
287658	287658	215062	408468	Who are the best email list providers?	What is the best free way to build your email list?	0
287714	287714	130986	322814	Which is a good inpatient drug and alcohol rehab center near Lee County GA?	Which is a good inpatient drug and alcohol rehab center near Clarke County GA?	0
287830	287830	408660	408661	How is drone delivery?	Is drone delivery possible?	0
287856	287856	297581	67682	What is the best Fitness Band?	Which is best fitness band?	1
287894	287894	408737	408738	Are electromagnetic waves always pure sinusoids? And if so, why?	Why the electrodynamometer type instrument does not have pure square wave response?	0
287975	287975	175333	400624	What are hydrogen bonds?	What is hydrogen bond?	1
288095	288095	408990	408991	Which is best book to clear basics of electrical?	Which is the best & simple book for brain basic?	0
288105	288105	409007	337493	Holy Cross Football Live Stream | Watch Holy Cross Crusaders Football Game Today Live Streaming Online?	Liberty Football Live Stream | Watch Liberty Flames Football Game Today Live Streaming Online?	0
288177	288177	18119	344722	How can I learn English in short time?	How can I learn English in a short time?	1
288185	288185	223610	175978	Is there an inpatient Drug and Alcohol Rehab Center in Lake County California?	Is there an inpatient Drug and Alcohol Rehab Center in Alpine County California?	0
288189	288189	409100	409101	How do you make iced coffee like Tim Hortons?	When is the soft gold colour variant of OnePlus 3 releasing in India?	0
288200	288200	119103	409115	Can I pass a urine test after only smoking one joint?	After one use, how long can marijuana be detected in a urine sample?	1
288260	288260	87420	409191	Which cycle has the greater thermal efficiency in Otto cycle or a Diesel cycle?	When the efficiency of diesel cycle approaches the Otto cycle efficiency?	0
288314	288314	409250	409251	Can the Zoom H1 recorder eliminate background noises while recording music?	What's is the best record pool to get music?	0
288372	288372	57391	185246	How do I learn photographic memory?	How do you develop photographic memory?	1
288419	288419	77536	409375	How fragile is the human brain?	Why is the human brain soft?	0
288430	288430	173375	80050	Are dark matter and dark energy: energy?	What is dark matter?	0
288435	288435	85662	47585	How do I reduce belly and chest fat?	How do I reduce belly fat in minimal time?	1
288436	288436	409395	409396	Can I use Canon Easyday protector food for several lenses?	Buy gas station?	0
288450	288450	242376	409412	Can hard work beat talent?	Why does hard work beat talent?	0
288459	288459	409421	409422	What is meant by radial component in electric field?	What is meant by radial component of electric field?	1
288466	288466	255171	409432	How much money does Bill Gates make per second?	I am a genius, I read one page per second and have eidetic memory. How can I use this to make money?	0
288489	288489	18366	56778	Is at least the potential energy of vacuum energy and dark energy infinite?	If vacuum gravitational and dark energy are created as universe expands without limit?	1
288498	288498	201993	70190	How much sleeping pills causes death?	How many sleeping pills can cause death?	1
288623	288623	205805	305751	What is the difference between angular velocity and linear velocity?	What is the difference between angular velocity and velocity?	0
288731	288731	409738	409739	Can intelligence be referenced?	Will computers ever be able to match the human brain (similar thought processes etc)?	0
288813	288813	138269	146522	Who is the love solutions super specialist astrologer?	Who is the number one love marriage specialist astrologer?	1
288949	288949	24593	409989	What is the best way to reduce blood pressure?	How do I reduce blood pressure and cholesterol?	0
288980	288980	410024	24831	Can I track my iPhone 6 without a SIM card?	Can someone track an iPhone without a SIM card?	0
288985	288985	410031	410032	Why is incest bad?	Is incest that bad?	1
289021	289021	410075	410076	Are damped electromagnetic waves damped in time or in space?	Can we create a electrical circuit without a power supply?	0
289073	289073	410134	137489	What is quantum energy?	What is quantum energies?	1
289090	289090	410158	410159	How do ephedrine sulfate and ephedrine HCl differ?	How do ephedrine sulfate and ephedrine HCl react together?	0
289189	289189	51266	71528	If vacuum gravitational and dark energy is created without limit as universe expands?	If dark and vacuum energy are created with expansion is there potential energy that transforms into these types of energy with expansion?	1
289258	289258	410364	376784	How difficult is to learn French?	How difficult is it to learn French after German?	0
289266	289266	410368	410369	What is the best mattress in india for people with lower back pain?	What is the best mattress for people with lower back pain?	0
289278	289278	410388	410389	Can you learn to play piano if you don't own one?	Can I learn to play the piano without actually owning one?	1
289305	289305	410414	410415	How good is the work culture in TCS EIS - product life cycle management?	How good is the work culture in TCS EIS product life cycle management?	1
289314	289314	410420	135239	Why is one rock the raw material for another?	What type of raw material is used for paper cups?	0
289354	289354	44279	410467	What is a good inpatient drug and alcohol rehab center near Morgan County GA?	What is a good inpatient drug and alcohol rehab center near Union County GA?	0
289387	289387	51266	10364	If vacuum gravitational and dark energy is created without limit as universe expands?	If universe expands without limit is there infinite potential energy that transforms into kinetic energy (of expansion) all the time?	1
289395	289395	410510	410511	Who is the best cement plant manufacturers in Delhi?	Who are the best cement plants manufacturers in Delhi?	1
289418	289418	410536	106527	What does the blue mood ring color represent?	What do all the mood ring colors mean?	0
289446	289446	204399	168464	What is non parametric test?	What is parametric and non parametric test?	0
289493	289493	410626	100784	What is aerobic respiration? What role does oxygen play?	What role does oxygen play in aerobic resperation?	1
289522	289522	130412	71284	How can one learn a new language quickly?	What is the best method to learn new language?	1
289566	289566	177308	410704	What is the best way to convert chemical energy into electrical energy?	How is solar energy converted to chemical energy?	0
289603	289603	410744	389456	What's difference between smoke test and sanity test?	Difference between smoke and sanity testing?	1
289625	289625	410770	410771	Is it safe to drink tap water?	Is it safe to drink tap water in Pune?	0
289634	289634	339923	410785	What is the difference between electromotive force, potential difference and voltage?	What are the basic differences among voltage, potential difference and electromotive force?	1
289683	289683	230742	410845	What chemical equation shows that silver reacts with nitric acid, HNO3, to form nitrogen monoxide, NO, silver nitrate, AgNO3, and water?	Does Silver react to acid rain?	0
289703	289703	17115	410867	What was the main cause of World War One?	What was the immediate cause of the First World War?	1
289760	289760	182099	410935	Which is the nearest Metro station near Old Delhi Railway station?	Which is the nearest railway station for/to Santacruz, if my train comes from New Delhi?	0
289796	289796	410972	410973	Is Manchester, New Hampshire a good place to live and work?	Is Manchester, NH a safe place to live?	0
289871	289871	146595	137094	What was the main cause that ended World War One?	What is the real reason for World War One?	1
289914	289914	168656	411105	Where can I get touch screen photo booth services in Sydney?	Where can I get touch screen operated photo booths in Sydney?	1
289987	289987	411198	411199	What is the role of gluteus maximus and medius?	What vital role does iron play in the human diet?	0
290207	290207	285479	159551	Can carbon capture and storage be used to reverse global warming?	Is Carbon Capture Sequestration and Utilization a viable technology to reduce global warming?	1
290318	290318	54368	14587	Is sex addiction real?	Is sex addiction a reality?	1
290379	290379	411666	23181	Can we use deep learning for pattern recognition in time series?	How does one apply deep learning to time series forecasting?	0
290412	290412	411707	411708	Should men wear makeup?	Can men wear makeup?	1
290422	290422	343963	411718	What is the principle of 3 phase induction motor?	Which wattmeter reading we have to take in an brake test on 3 phase induction motor?	0
290454	290454	205358	10235	How is India reacting to the terror attack on Uri Camp in September 2016?	How India can respond to the Uri terror attack?	1
290505	290505	411800	375584	How much depth can radio waves penetrate in a wrinkled aluminium foil ball?	How much depth will radio waves penetrate in a wrinkled aluminium foil ball?	1
290514	290514	411809	411810	Who are the 2016 summer interns in Silicon Valley?	Who are the 2015 summer interns in Silicon Valley?	0
290527	290527	592	73803	How does concentric contractions differ from eccentric contractions?	What are some characteristics of eccentric and concentric contractions?	1
290547	290547	78411	411842	Where can I watch Dragon Ball Super (English dubbed) on the TV?	Which TV channel shows Dragon ball GT and Dragon Ball super in English?	0
290559	290559	392509	87784	What does it mean to have elevated absolute monocytes?	What does it mean if you blood results indicate high absolute monocytes?	1
290567	290567	411866	72535	Can women have an orgasm through anal sex?	Can all women have anal sex?	0
290596	290596	411905	411906	Why does my scalp itch like crazy after I take a shower?	Why does my scalp itch like crazy when I get nervous?	0
290617	290617	43591	26881	Can you get pregnant the day before your period starts?	Can you get pregnant 16 days after your period?	1
290620	290620	306201	195346	How do I watch Dragon Ball Z series?	Where can I watch Dragon Ball Z Kai?	0
290645	290645	411961	136022	Is artificial consciousness possible?	Is self aware Artificial Intelligence possible?	1
290669	290669	366206	411991	Is lockjaw after wisdom teeth extraction cureable?	Why is there no pain after wisdom teeth extraction?	0
290683	290683	412004	412005	Where can I get best couple counselling service in Sydney?	Where can I get best couples counselling service in Sydney?	1
290695	290695	412017	257530	What is MIT World?	What is mit like?	0
290717	290717	412042	403962	Can we have kids with the following blood group combination: o-(Male) and o+ (female)?	Can we have kids with the following blood group combination - AB+ (male) and O- (female)?	0
290762	290762	214845	412104	Why are most spinal cord injuries permanent?	Why are spinal cord injuries mostly permanent?	0
290818	290818	412183	412184	If you call the back camera light of a phone as Flash, why wouldn't you call the front camera light as Reverse Flash?	If you call the back camera light of a phone as Flash, why would you not call the front camera light as Reverse Flash?	1
290847	290847	412209	412210	Which is the best clinic for hair transplantation in the world?	Which is the best clinic for hair transplant in the world?	1
290878	290878	412236	412237	What is the best interior design school in Bangalore?	What are the best interior design school in Bangalore?	1
290950	290950	412315	412316	What type of lipid is retinol?	What type of lipid is oleic acid?	0
291073	291073	412436	412437	Does online long distance relationship work?	Will long distance relationship work?	0
291097	291097	52412	94735	Where is the best Whirlpool microwave oven repair center in hyderabad?	Where is the best Whirlpool microwave oven service center in Hyderabad?	1
291122	291122	412492	412493	What are the characteristics of a high functioning individual?	How do high functioning autistic people see the world?	0
291149	291149	412527	412528	On average, how many chemical reactions happen in the body in one second?	On average how many chemical reactions happen in the body in one second?	1
291150	291150	271071	404577	How long is it safe to be on hormone replacement therapy?	Is hormone therapy for transgender safe over the long term?	1
291152	291152	412530	21960	Can social anxiety be successfully dealt with independently, without medication or counselling?	How does one overcome social anxiety without medication or therapy?	0
291243	291243	3750	35921	Is World War III coming?	How imminent is World War three?	1
291318	291318	1062	88874	How imminent is world war III?	Is World War III on its way right now?	1
291329	291329	412738	306054	Where can I use my American Express gift card?	Who takes American Express gift cards?	0
291342	291342	412751	412752	How far can our eyes see?	How far our eyes can see?	1
291361	291361	412773	25344	What is a suitable inpatient drug and alcohol rehab center near Emanuel County GA?	What is a suitable inpatient drug and alcohol rehab center near Worth County GA?	0
291372	291372	412783	412784	Does men like pubic hair on women?	Do women like pubic hair on men?	0
291384	291384	136408	412798	What is the difference between standard deviation and mean deviation application?	What is the standard deviation formula for the difference between two sample means?	0
291416	291416	11233	51266	If universe expansion create more gravitational dark and vacuum energy without limit?	If vacuum gravitational and dark energy is created without limit as universe expands?	1
291450	291450	412868	412869	Will China start a war in the South China Sea?	Would China actually go to war over the South China Sea?	1
291463	291463	412886	412887	Can you burn calories walking in place?	Does walking in place burn calories?	1
291467	291467	48977	17182	Where can I get professional DJ for School Discos in Sydney?	Where can I get best DJs for School Discos in Sydney?	1
291634	291634	282210	113385	Can I enter Hong Kong or Macau with a Chinese visa ?	Can I enter Hong Kong or Macau with a Chinese visa?	1
291661	291661	413115	413116	Is hydrogen peroxide soluble in water?	What is hydrogen peroxide?	0
291791	291791	413286	413287	When will Quora support Arabic language?	Does Quora support Arabic language questions?	0
291856	291856	413355	413356	What are Sheldon Cooper's funniest jokes in The Big Bang Theory?	What is Dr. Sheldon Cooper's middle name in The Big Bang Theory?	0
291899	291899	413405	413406	Are kellogs corn flakes good for weight loss?	Are corn flakes good to eat for weight loss?	0
292043	292043	77849	413567	How do dermatologist remove skin tags?	Is a removed skin tag permanent?	0
292068	292068	413599	413600	Can I die from an eye infection?	Can I die from MRSA?	0
292074	292074	243644	206249	How many calories do you burn doing jumping jacks?	How effective are jumping jacks to burn calories?	1
292098	292098	413629	413630	Can serrapeptase cure eye floaters?	What is the remedy for curing eye pain?	0
292118	292118	25695	7060	Is there any chance of World War III?	How soon is world war III?	1
292135	292135	260231	413675	Can you work under pressure?	Can you work under pressure best answers?	1
